lead_id,origen,score,motivos,horas,contactos,precio_lista,pidio_cita,manifesto_cuota,pago_credito
LD-00342,,19,seguimiento,24.0,3.0,6290000.0,0,0,0
LD-00343,,14,canal_whatsapp,24.0,3.0,11490000.0,0,0,0
LD-00344,,19,seguimiento,24.0,3.0,7190000.0,0,0,0
LD-00345,ia,3,cuota_inicial+credito+canal_whatsapp,72.0,3.0,11490000.0,0,1,1
LD-00346,,19,contacto_rapido+canal_whatsapp,0.0,3.0,7190000.0,0,0,0
LD-00347,ia,7,canal_whatsapp,74.55,3.0,13990000.0,0,0,0
LD-00348,ia,9,cuota_inicial+credito+contacto_rapido+canal_whatsapp,0.0,3.0,6590000.0,0,1,1
LD-00349,,14,canal_whatsapp,24.0,3.0,6990000.0,0,0,0
LD-00350,ia,11,canal_whatsapp,24.0,1.0,22900000.0,0,0,0
LD-00351,ia,21,contacto_rapido,0.0,1.0,10490000.0,0,0,0
LD-00352,,14,canal_whatsapp,24.3,3.0,10490000.0,0,0,0
LD-00353,ia,0,cuota_inicial+credito+canal_whatsapp,792.0,3.0,6890000.0,0,1,1
LD-00354,ia,15,canal_whatsapp,24.0,3.0,4990000.0,0,0,0
LD-00355,,11,canal_whatsapp,48.0,3.0,5290000.0,0,0,0
LD-00356,ia,14,canal_whatsapp,24.0,3.0,7990000.0,0,0,0
LD-00357,ia,13,cuota_inicial+canal_whatsapp,12.0,3.0,22900000.0,0,1,0
LD-00358,ia,9,credito+contacto_rapido+canal_whatsapp,0.0,3.0,6590000.0,0,0,1
LD-00359,,13,canal_whatsapp,24.0,3.0,14990000.0,0,0,0
LD-00360,,19,seguimiento,24.0,3.0,6990000.0,0,0,0
LD-00361,,18,contacto_rapido+canal_whatsapp,4.0,3.0,6890000.0,0,0,0
LD-00362,,16,canal_whatsapp,8.25,3.0,10490000.0,0,0,0
LD-00363,,14,canal_whatsapp,24.0,3.0,7190000.0,0,0,0
LD-00364,,9,canal_whatsapp,67.2,3.0,7290000.0,0,0,0
LD-00365,,15,canal_whatsapp,24.0,3.0,6890000.0,0,0,0
LD-00366,,14,canal_whatsapp,24.0,3.0,7990000.0,0,0,0
LD-00367,,14,canal_whatsapp,24.0,3.0,11490000.0,0,0,0
LD-00368,,15,canal_whatsapp,24.0,3.0,6590000.0,0,0,0
LD-00369,,13,canal_whatsapp,12.0,3.0,22900000.0,0,0,0
LD-00370,ia,12,seguimiento,30.0,1.0,9890000.0,0,0,0
LD-00371,ia,17,cuota_inicial+contacto_rapido+canal_whatsapp,1.3333333333333333,3.0,11990000.0,0,1,0
LD-00372,,18,contacto_rapido,1.0,3.0,5790000.0,0,0,0
LD-00373,,6,seguimiento,96.0,3.0,9890000.0,0,0,0
LD-00374,,0,canal_whatsapp,714.0,3.0,5790000.0,0,0,0
LD-00375,,13,seguimiento,58.516666666666666,3.0,4990000.0,0,0,0
LD-00376,ia,18,cuota_inicial+contacto_rapido,0.0,3.0,5590000.0,0,1,0
LD-00377,,6,canal_whatsapp,96.0,3.0,11990000.0,0,0,0
LD-00378,,20,seguimiento,15.183333333333334,3.0,7290000.0,0,0,0
LD-00379,ia,12,canal_whatsapp,21.083333333333332,4.0,24900000.0,0,0,0
LD-00380,,22,contacto_rapido,1.0,3.0,11290000.0,0,0,0
LD-00381,,15,canal_whatsapp,24.0,3.0,5590000.0,0,0,0
LD-00382,,14,canal_whatsapp,30.0,3.0,5590000.0,0,0,0
LD-00383,ia,3,cuota_inicial+credito,96.0,3.0,6590000.0,0,1,1
LD-00384,ia,14,canal_whatsapp,18.0,1.0,7990000.0,0,0,0
LD-00385,ia,7,cuota_inicial+credito+canal_whatsapp,15.55,3.0,7290000.0,0,1,1
LD-00386,,14,seguimiento,24.0,3.0,5290000.0,0,0,0
LD-00387,,14,canal_whatsapp,24.0,3.0,11290000.0,0,0,0
LD-00388,,14,canal_whatsapp,30.0,3.0,6590000.0,0,0,0
LD-00389,,14,seguimiento,24.0,3.0,6590000.0,0,0,0
LD-00390,ia,15,cuota_inicial+contacto_rapido+canal_whatsapp,0.0,4.0,21900000.0,0,1,0
LD-00391,,14,canal_whatsapp,24.0,3.0,6990000.0,0,0,0
LD-00392,ia,8,credito+contacto_rapido,1.0,3.0,6990000.0,0,0,1
LD-00393,,0,canal_whatsapp,1444.0,3.0,6290000.0,0,0,0
LD-00394,,19,contacto_rapido+canal_whatsapp,0.0,3.0,6290000.0,0,0,0
LD-00395,,0,canal_whatsapp,726.0,3.0,24900000.0,0,0,0
LD-00396,,16,contacto_rapido+canal_whatsapp,6.0,3.0,11990000.0,0,0,0
LD-00397,ia,5,cuota_inicial+credito+canal_whatsapp,24.0,3.0,22900000.0,0,1,1
LD-00398,ia,15,cuota_inicial+canal_whatsapp,24.0,3.0,5590000.0,0,1,0
LD-00399,,16,canal_whatsapp,18.0,3.0,6890000.0,0,0,0
LD-00400,,14,canal_whatsapp,17.666666666666668,3.0,13990000.0,0,0,0
LD-00401,,15,canal_whatsapp,24.0,3.0,6890000.0,0,0,0
LD-00402,,11,canal_whatsapp,24.0,3.0,24900000.0,0,0,0
LD-00403,,12,canal_whatsapp,18.0,3.0,24900000.0,0,0,0
LD-00404,,16,canal_whatsapp,12.466666666666667,3.0,6890000.0,0,0,0
LD-00405,,13,canal_whatsapp,12.0,3.0,24900000.0,0,0,0
LD-00406,,17,contacto_rapido,6.0,3.0,7290000.0,0,0,0
LD-00407,,19,contacto_rapido+canal_whatsapp,1.0,3.0,5590000.0,0,0,0
LD-00408,,13,seguimiento,24.0,3.0,11990000.0,0,0,0
LD-00409,ia,7,credito,48.38333333333333,4.0,5290000.0,0,0,1
LD-00410,ia,14,canal_whatsapp,24.0,1.0,6890000.0,0,0,0
LD-00411,ia,15,contacto_rapido+canal_whatsapp,1.0,3.0,21900000.0,0,0,0
LD-00412,ia,0,canal_whatsapp,2868.0,4.0,6890000.0,0,0,0
LD-00413,,17,contacto_rapido+canal_whatsapp,7.983333333333333,3.0,7290000.0,0,0,0
LD-00414,ia,14,canal_whatsapp,11.1,1.0,15490000.0,0,0,0
LD-00415,,14,canal_whatsapp,24.0,3.0,6990000.0,0,0,0
LD-00416,,18,contacto_rapido,0.0,3.0,7190000.0,0,0,0
LD-00417,,14,canal_whatsapp,24.0,3.0,7490000.0,0,0,0
LD-00418,ia,11,seguimiento,24.0,1.0,21900000.0,0,0,0
LD-00419,,9,seguimiento,48.0,3.0,15490000.0,0,0,0
LD-00420,,17,contacto_rapido,0.0,3.0,11990000.0,0,0,0
LD-00421,,12,canal_whatsapp,18.0,3.0,22900000.0,0,0,0
LD-00422,,6,canal_whatsapp,96.0,3.0,10000000.0,0,0,0
LD-00423,ia,8,credito+contacto_rapido,6.0,3.0,7190000.0,0,0,1
LD-00424,ia,6,cuota_inicial+credito+contacto_rapido+canal_whatsapp,2.0,3.0,22900000.0,0,1,1
LD-00425,ia,7,credito+canal_whatsapp,18.0,3.0,9890000.0,0,0,1
LD-00426,ia,9,cuota_inicial+credito+contacto_rapido+canal_whatsapp,0.0,3.0,5590000.0,0,1,1
LD-00427,,14,canal_whatsapp,24.0,3.0,11490000.0,0,0,0
LD-00428,ia,14,canal_whatsapp,24.0,1.0,5590000.0,0,0,0
LD-00429,ia,8,cuota_inicial+credito+contacto_rapido,2.0,3.0,6590000.0,0,1,1
LD-00430,ia,11,cuota_inicial+credito+contacto_rapido,4.0,3.0,4990000.0,0,1,1
LD-00431,,17,canal_whatsapp,8.166666666666666,3.0,6990000.0,0,0,0
LD-00432,,14,seguimiento,24.0,3.0,6890000.0,0,0,0
LD-00433,ia,15,cuota_inicial+canal_whatsapp,19.2,3.0,7990000.0,0,1,0
LD-00434,ia,16,canal_whatsapp,18.0,3.0,5290000.0,0,0,0
LD-00435,,13,seguimiento,24.0,3.0,10490000.0,0,0,0
LD-00436,,14,seguimiento,24.0,3.0,7190000.0,0,0,0
LD-00437,ia,15,cuota_inicial,24.0,4.0,4990000.0,0,1,0
LD-00438,,17,canal_whatsapp,12.0,3.0,6890000.0,0,0,0
LD-00439,ia,7,cuota_inicial+credito+canal_whatsapp,19.333333333333332,3.0,6290000.0,0,1,1
LD-00440,ia,20,cuota_inicial,12.0,3.0,7990000.0,0,1,0
LD-00441,,19,contacto_rapido+canal_whatsapp,0.0,3.0,7490000.0,0,0,0
LD-00442,,13,canal_whatsapp,24.0,3.0,11990000.0,0,0,0
LD-00443,,0,seguimiento,738.0,3.0,21900000.0,0,0,0
LD-00444,,17,contacto_rapido,0.0,3.0,11490000.0,0,0,0
LD-00445,ia,16,canal_whatsapp,12.0,1.0,7490000.0,0,0,0
LD-00446,,17,contacto_rapido+canal_whatsapp,6.0,3.0,10000000.0,0,0,0
LD-00447,,18,contacto_rapido,0.0,3.0,7290000.0,0,0,0
LD-00448,ia,0,seguimiento,3639.116666666667,4.0,6590000.0,0,0,0
LD-00449,,14,seguimiento,30.0,3.0,4990000.0,0,0,0
LD-00450,,14,seguimiento,24.0,3.0,6290000.0,0,0,0
LD-00451,,18,contacto_rapido+canal_whatsapp,6.0,3.0,7190000.0,0,0,0
LD-00452,,13,canal_whatsapp,24.0,3.0,11990000.0,0,0,0
LD-00453,ia,19,cuota_inicial,24.0,3.0,5790000.0,0,1,0
LD-00454,ia,0,seguimiento,2184.0,4.0,7190000.0,0,0,0
LD-00455,,16,contacto_rapido,2.25,3.0,15490000.0,0,0,0
LD-00456,ia,12,pidio_cita+cuota_inicial+canal_whatsapp,35.3,4.0,7290000.0,1,1,0
LD-00457,,14,contacto_rapido,0.0,3.0,24900000.0,0,0,0
LD-00458,,14,canal_whatsapp,24.0,3.0,10000000.0,0,0,0
LD-00459,ia,17,canal_whatsapp,12.0,3.0,5790000.0,0,0,0
LD-00460,,11,seguimiento,24.0,3.0,22900000.0,0,0,0
LD-00461,,18,contacto_rapido+canal_whatsapp,0.0,3.0,10490000.0,0,0,0
LD-00462,ia,11,canal_whatsapp,48.0,1.0,5790000.0,0,0,0
LD-00463,,11,canal_whatsapp,48.0,3.0,6590000.0,0,0,0
LD-00464,,14,canal_whatsapp,24.0,3.0,10000000.0,0,0,0
LD-00465,ia,19,cuota_inicial+contacto_rapido+canal_whatsapp,4.0,4.0,5790000.0,0,1,0
LD-00466,ia,0,credito,1464.0,3.0,13990000.0,0,0,1
LD-00467,,18,contacto_rapido+canal_whatsapp,1.0,3.0,7990000.0,0,0,0
LD-00468,,13,canal_whatsapp,24.0,3.0,14990000.0,0,0,0
LD-00469,ia,15,canal_whatsapp,24.0,3.0,6590000.0,0,0,0
LD-00470,ia,17,cuota_inicial+contacto_rapido,6.0,3.0,6290000.0,0,1,0
LD-00471,,13,canal_whatsapp,30.0,3.0,7990000.0,0,0,0
LD-00472,,18,contacto_rapido+canal_whatsapp,7.383333333333334,3.0,5790000.0,0,0,0
LD-00473,ia,13,canal_whatsapp,30.0,3.0,11290000.0,0,0,0
LD-00474,,15,canal_whatsapp,24.0,3.0,6290000.0,0,0,0
LD-00475,,17,contacto_rapido,7.8,3.0,7190000.0,0,0,0
LD-00476,,17,contacto_rapido,0.0,3.0,10000000.0,0,0,0
LD-00477,,18,contacto_rapido+canal_whatsapp,1.0,3.0,7990000.0,0,0,0
LD-00478,,19,contacto_rapido+canal_whatsapp,1.0,3.0,6990000.0,0,0,0
LD-00479,,17,seguimiento,24.0,3.0,11990000.0,0,0,0
LD-00480,,14,canal_whatsapp,24.0,3.0,9890000.0,0,0,0
LD-00481,ia,5,cuota_inicial+credito+canal_whatsapp,30.0,3.0,15490000.0,0,1,1
LD-00482,ia,7,cuota_inicial+credito+canal_whatsapp,9.9,3.0,11490000.0,0,1,1
LD-00483,ia,6,credito+contacto_rapido+canal_whatsapp,6.0,3.0,21900000.0,0,0,1
LD-00484,ia,19,cuota_inicial+contacto_rapido+canal_whatsapp,0.0,3.0,6590000.0,0,1,0
LD-00485,ia,3,cuota_inicial+credito+canal_whatsapp,96.0,3.0,5290000.0,0,1,1
LD-00486,,17,contacto_rapido+canal_whatsapp,2.9166666666666665,3.0,10490000.0,0,0,0
LD-00487,,13,seguimiento,24.0,3.0,10000000.0,0,0,0
LD-00488,,15,canal_whatsapp,24.0,3.0,6890000.0,0,0,0
LD-00489,,15,canal_whatsapp,18.0,3.0,7490000.0,0,0,0
LD-00490,,18,contacto_rapido+canal_whatsapp,2.0,3.0,9890000.0,0,0,0
LD-00491,,10,seguimiento,30.0,3.0,24900000.0,0,0,0
LD-00492,,13,seguimiento,24.0,3.0,10000000.0,0,0,0
LD-00493,ia,14,canal_whatsapp,24.0,3.0,7290000.0,0,0,0
LD-00494,ia,0,credito,2834.0,3.0,5590000.0,0,0,1
LD-00495,,14,canal_whatsapp,24.0,3.0,10000000.0,0,0,0
LD-00496,,18,contacto_rapido+canal_whatsapp,0.0,3.0,10490000.0,0,0,0
LD-00497,ia,0,credito+canal_whatsapp,4204.0,3.0,7990000.0,0,0,1
LD-00498,ia,15,contacto_rapido,3.8333333333333335,1.0,15490000.0,0,0,0
LD-00499,,14,canal_whatsapp,24.0,3.0,10000000.0,0,0,0
LD-00500,,15,contacto_rapido,4.0,3.0,15490000.0,0,0,0
LD-00501,,6,seguimiento,72.0,3.0,21900000.0,0,0,0
LD-00502,ia,6,cuota_inicial+credito+canal_whatsapp,24.0,3.0,9890000.0,0,1,1
LD-00503,ia,17,cuota_inicial+contacto_rapido,0.0,3.0,10490000.0,0,1,0
LD-00504,ia,15,canal_whatsapp,24.0,4.0,6890000.0,0,0,0
LD-00505,,6,canal_whatsapp,96.0,3.0,14990000.0,0,0,0
LD-00506,ia,6,cuota_inicial+credito+canal_whatsapp,24.0,4.0,13990000.0,0,1,1
LD-00507,,14,canal_whatsapp,24.0,3.0,10490000.0,0,0,0
LD-00508,ia,14,seguimiento,24.0,3.0,6290000.0,0,0,0
LD-00509,,14,contacto_rapido+canal_whatsapp,6.0,3.0,24900000.0,0,0,0
LD-00510,,14,canal_whatsapp,30.0,3.0,7290000.0,0,0,0
LD-00511,,6,canal_whatsapp,96.0,3.0,6590000.0,0,0,0
LD-00512,,15,canal_whatsapp,20.483333333333334,3.0,6590000.0,0,0,0
LD-00513,,18,contacto_rapido,2.0,3.0,6890000.0,0,0,0
LD-00514,,13,seguimiento,24.0,3.0,11490000.0,0,0,0
LD-00515,ia,23,cuota_inicial+contacto_rapido,2.0,4.0,9890000.0,0,1,0
LD-00516,ia,9,canal_whatsapp,64.48333333333333,3.0,9890000.0,0,0,0
LD-00517,,14,canal_whatsapp,24.0,3.0,7290000.0,0,0,0
LD-00518,,19,contacto_rapido,0.0,3.0,21900000.0,0,0,0
LD-00519,ia,10,pidio_cita+cuota_inicial,72.98333333333333,3.0,6890000.0,1,1,0
LD-00520,,16,canal_whatsapp,12.0,3.0,7990000.0,0,0,0
LD-00521,ia,14,canal_whatsapp,30.0,4.0,5290000.0,0,0,0
LD-00522,ia,5,cuota_inicial+credito,30.0,3.0,11490000.0,0,1,1
LD-00523,,0,seguimiento,1418.0,3.0,24900000.0,0,0,0
LD-00524,,18,seguimiento,24.0,3.0,10490000.0,0,0,0
LD-00525,,13,canal_whatsapp,24.0,3.0,14990000.0,0,0,0
LD-00526,,19,contacto_rapido+canal_whatsapp,0.0,3.0,7290000.0,0,0,0
LD-00527,,16,contacto_rapido+canal_whatsapp,2.0,3.0,14990000.0,0,0,0
LD-00528,,15,canal_whatsapp,24.0,3.0,5790000.0,0,0,0
LD-00529,ia,15,cuota_inicial+contacto_rapido+canal_whatsapp,1.0,3.0,22900000.0,0,1,0
LD-00530,ia,5,credito,24.0,3.0,21900000.0,0,0,1
LD-00531,,17,contacto_rapido,4.0,3.0,7290000.0,0,0,0
LD-00532,ia,9,canal_whatsapp,65.9,3.0,4990000.0,0,0,0
LD-00533,ia,6,seguimiento,96.0,3.0,7290000.0,0,0,0
LD-00534,ia,14,cuota_inicial+canal_whatsapp,27.783333333333335,3.0,6990000.0,0,1,0
LD-00535,ia,18,contacto_rapido+canal_whatsapp,6.0,3.0,7290000.0,0,0,0
LD-00536,ia,8,cuota_inicial+credito,24.0,3.0,9890000.0,0,1,1
LD-00537,,14,seguimiento,24.0,3.0,6290000.0,0,0,0
LD-00538,,17,contacto_rapido,4.0,3.0,10000000.0,0,0,0
LD-00539,,14,canal_whatsapp,24.0,3.0,10490000.0,0,0,0
LD-00540,ia,7,cuota_inicial+credito+canal_whatsapp,24.0,3.0,5290000.0,0,1,1
LD-00541,,17,contacto_rapido,1.0,3.0,10000000.0,0,0,0
LD-00542,ia,6,cuota_inicial+credito+canal_whatsapp,30.0,3.0,11490000.0,0,1,1
LD-00543,ia,6,cuota_inicial+credito+canal_whatsapp,24.0,3.0,6290000.0,0,1,1
LD-00544,ia,14,contacto_rapido,6.0,3.0,21900000.0,0,0,0
LD-00545,,11,seguimiento,24.0,3.0,24900000.0,0,0,0
LD-00546,,13,contacto_rapido,3.816666666666667,3.0,24900000.0,0,0,0
LD-00547,ia,14,canal_whatsapp,30.0,3.0,4990000.0,0,0,0
LD-00548,,16,contacto_rapido+canal_whatsapp,6.0,3.0,13990000.0,0,0,0
LD-00549,ia,7,cuota_inicial+credito+canal_whatsapp,12.0,3.0,6590000.0,0,1,1
LD-00550,,0,seguimiento,2176.516666666667,3.0,7290000.0,0,0,0
LD-00551,,18,contacto_rapido+canal_whatsapp,6.0,3.0,6890000.0,0,0,0
LD-00552,ia,11,canal_whatsapp,48.0,3.0,6890000.0,0,0,0
LD-00553,ia,10,canal_whatsapp,48.0,4.0,13990000.0,0,0,0
LD-00554,,15,canal_whatsapp,24.0,3.0,5790000.0,0,0,0
LD-00555,,15,canal_whatsapp,24.0,3.0,5590000.0,0,0,0
LD-00556,ia,15,canal_whatsapp,24.0,3.0,6890000.0,0,0,0
LD-00557,,14,canal_whatsapp,24.0,3.0,7990000.0,0,0,0
LD-00558,ia,0,cuota_inicial+canal_whatsapp,816.0,3.0,11290000.0,0,1,0
LD-00559,,15,contacto_rapido+canal_whatsapp,1.0,3.0,21900000.0,0,0,0
LD-00560,,14,canal_whatsapp,24.0,3.0,11490000.0,0,0,0
LD-00561,ia,8,credito,24.0,3.0,11990000.0,0,0,1
LD-00562,,18,seguimiento,24.0,3.0,10000000.0,0,0,0
LD-00563,ia,16,canal_whatsapp,12.0,3.0,11290000.0,0,0,0
LD-00564,,19,seguimiento,12.0,3.0,13990000.0,0,0,0
LD-00565,,19,contacto_rapido+canal_whatsapp,0.0,3.0,6590000.0,0,0,0
LD-00566,,15,seguimiento,12.0,3.0,9890000.0,0,0,0
LD-00567,,15,canal_whatsapp,24.0,3.0,5590000.0,0,0,0
LD-00568,,18,contacto_rapido+canal_whatsapp,4.0,3.0,6590000.0,0,0,0
LD-00569,,18,contacto_rapido+canal_whatsapp,2.0,3.0,10000000.0,0,0,0
LD-00570,ia,23,contacto_rapido,4.0,4.0,7490000.0,0,0,0
LD-00571,ia,9,credito+contacto_rapido,0.0,3.0,5290000.0,0,0,1
LD-00572,,14,seguimiento,48.0,3.0,8990000.0,0,0,0
LD-00573,ia,17,canal_whatsapp,12.0,4.0,6890000.0,0,0,0
LD-00574,ia,7,credito,18.0,3.0,7290000.0,0,0,1
LD-00575,,8,canal_whatsapp,72.73333333333333,3.0,9890000.0,0,0,0
LD-00576,,0,canal_whatsapp,2159.366666666667,3.0,10000000.0,0,0,0
LD-00577,,18,contacto_rapido,4.0,3.0,5790000.0,0,0,0
LD-00578,ia,15,cuota_inicial+canal_whatsapp,24.0,4.0,7990000.0,0,1,0
LD-00579,,13,seguimiento,24.0,3.0,11990000.0,0,0,0
LD-00580,ia,15,seguimiento,24.0,3.0,21900000.0,0,0,0
LD-00581,,13,seguimiento,30.0,3.0,9890000.0,0,0,0
LD-00582,,18,contacto_rapido+canal_whatsapp,6.0,3.0,5290000.0,0,0,0
LD-00583,,5,canal_whatsapp,96.0,3.0,22900000.0,0,0,0
LD-00584,ia,9,canal_whatsapp,63.75,4.0,13990000.0,0,0,0
LD-00585,,24,contacto_rapido,2.0,3.0,4990000.0,0,0,0
LD-00586,,8,seguimiento,72.0,3.0,6290000.0,0,0,0
LD-00587,ia,14,cuota_inicial,24.0,4.0,7990000.0,0,1,0
LD-00588,,9,canal_whatsapp,46.96666666666667,3.0,21900000.0,0,0,0
LD-00589,ia,11,seguimiento,48.0,3.0,7990000.0,0,0,0
LD-00590,,18,contacto_rapido+canal_whatsapp,1.0,3.0,8990000.0,0,0,0
LD-00591,ia,18,contacto_rapido+canal_whatsapp,0.0,1.0,6590000.0,0,0,0
LD-00592,,8,seguimiento,72.0,3.0,10000000.0,0,0,0
LD-00593,ia,20,contacto_rapido+canal_whatsapp,0.0,4.0,5290000.0,0,0,0
LD-00594,,19,seguimiento,24.0,3.0,6890000.0,0,0,0
LD-00595,,11,seguimiento,24.0,3.0,22900000.0,0,0,0
LD-00596,ia,8,credito+contacto_rapido,6.0,3.0,7190000.0,0,0,1
LD-00597,ia,8,seguimiento,96.0,3.0,7490000.0,0,0,0
LD-00598,,18,contacto_rapido+canal_whatsapp,2.0,3.0,6890000.0,0,0,0
LD-00599,,15,canal_whatsapp,24.0,3.0,6890000.0,0,0,0
LD-00600,,14,canal_whatsapp,18.0,3.0,14990000.0,0,0,0
LD-00601,,18,contacto_rapido+canal_whatsapp,1.0,3.0,9890000.0,0,0,0
LD-00602,,14,canal_whatsapp,18.0,3.0,14990000.0,0,0,0
LD-00603,,14,canal_whatsapp,24.0,3.0,7290000.0,0,0,0
LD-00604,ia,6,cuota_inicial+credito+contacto_rapido,3.75,3.0,24900000.0,0,1,1
LD-00605,ia,18,contacto_rapido+canal_whatsapp,6.0,3.0,4990000.0,0,0,0
LD-00606,ia,7,seguimiento,72.0,1.0,11490000.0,0,0,0
LD-00607,ia,7,cuota_inicial+credito,18.0,3.0,7290000.0,0,1,1
LD-00608,ia,5,cuota_inicial+credito,30.0,3.0,10490000.0,0,1,1
LD-00609,,14,canal_whatsapp,24.0,3.0,10000000.0,0,0,0
LD-00610,,16,canal_whatsapp,12.0,3.0,7290000.0,0,0,0
LD-00611,,7,seguimiento,102.46666666666667,3.0,10000000.0,0,0,0
LD-00612,ia,14,cuota_inicial+canal_whatsapp,24.0,3.0,6890000.0,0,1,0
LD-00613,,14,canal_whatsapp,24.0,3.0,10000000.0,0,0,0
LD-00614,,0,seguimiento,2838.0,3.0,7490000.0,0,0,0
LD-00615,,17,contacto_rapido+canal_whatsapp,6.0,3.0,7490000.0,0,0,0
LD-00616,,22,contacto_rapido,4.0,3.0,10000000.0,0,0,0
LD-00617,,14,canal_whatsapp,24.0,3.0,11490000.0,0,0,0
LD-00618,,14,canal_whatsapp,24.0,3.0,6990000.0,0,0,0
LD-00619,ia,12,pidio_cita+cuota_inicial+canal_whatsapp,24.0,3.0,9890000.0,1,1,0
LD-00620,ia,6,credito,24.0,3.0,11290000.0,0,0,1
LD-00621,,16,seguimiento,12.0,3.0,5790000.0,0,0,0
LD-00622,,13,canal_whatsapp,24.0,3.0,13990000.0,0,0,0
LD-00623,ia,4,cuota_inicial+credito,72.0,3.0,5790000.0,0,1,1
LD-00624,,14,seguimiento,24.0,3.0,8990000.0,0,0,0
LD-00625,,19,seguimiento,24.0,3.0,5290000.0,0,0,0
LD-00626,ia,6,canal_whatsapp,83.11666666666666,4.0,24900000.0,0,0,0
LD-00627,ia,18,cuota_inicial+contacto_rapido+canal_whatsapp,4.0,4.0,6290000.0,0,1,0
LD-00628,,24,contacto_rapido,0.0,3.0,6590000.0,0,0,0
LD-00629,ia,20,seguimiento,14.683333333333334,3.0,7990000.0,0,0,0
LD-00630,,23,contacto_rapido,6.0,3.0,5290000.0,0,0,0
LD-00631,fallback,10,canal_whatsapp,48.0,1.0,8990000.0,0,0,0
LD-00632,ia,9,cuota_inicial+credito+contacto_rapido+canal_whatsapp,0.0,3.0,5790000.0,0,1,1
LD-00633,,15,canal_whatsapp,24.0,3.0,6290000.0,0,0,0
LD-00634,ia,16,contacto_rapido,6.0,3.0,10490000.0,0,0,0
LD-00635,,0,canal_whatsapp,2160.0,3.0,6590000.0,0,0,0
LD-00636,ia,14,cuota_inicial+canal_whatsapp,24.0,4.0,10490000.0,0,1,0
LD-00637,ia,0,seguimiento,720.0,3.0,6890000.0,0,0,0
LD-00638,ia,17,cuota_inicial+contacto_rapido+canal_whatsapp,6.0,3.0,7190000.0,0,1,0
LD-00639,,15,canal_whatsapp,24.0,3.0,5290000.0,0,0,0
LD-00640,ia,15,seguimiento,18.0,3.0,5290000.0,0,0,0
LD-00641,ia,7,credito,24.0,3.0,15490000.0,0,0,1
LD-00642,ia,11,canal_whatsapp,24.0,1.0,22900000.0,0,0,0
LD-00643,ia,8,cuota_inicial+credito+contacto_rapido+canal_whatsapp,6.0,3.0,5290000.0,0,1,1
LD-00644,ia,13,canal_whatsapp,24.0,1.0,11290000.0,0,0,0
LD-00645,,10,canal_whatsapp,30.0,3.0,24900000.0,0,0,0
LD-00646,ia,6,cuota_inicial+credito+canal_whatsapp,24.0,3.0,7290000.0,0,1,1
LD-00647,,15,canal_whatsapp,24.0,3.0,6290000.0,0,0,0
LD-00648,ia,7,canal_whatsapp,91.13333333333334,3.0,6990000.0,0,0,0
LD-00649,ia,6,cuota_inicial+credito,24.0,3.0,6890000.0,0,1,1
LD-00650,,17,seguimiento,10.266666666666667,3.0,5290000.0,0,0,0
LD-00651,,22,seguimiento,9.5,3.0,5790000.0,0,0,0
LD-00652,,13,seguimiento,24.0,3.0,10000000.0,0,0,0
LD-00653,,13,seguimiento,24.0,3.0,10000000.0,0,0,0
LD-00654,,11,canal_whatsapp,48.0,3.0,7990000.0,0,0,0
LD-00655,ia,8,cuota_inicial+credito+contacto_rapido+canal_whatsapp,0.0,3.0,7290000.0,0,1,1
LD-00656,,11,seguimiento,40.13333333333333,3.0,11290000.0,0,0,0
LD-00657,,15,contacto_rapido,0.0,3.0,21900000.0,0,0,0
LD-00658,ia,7,credito+canal_whatsapp,24.0,3.0,5290000.0,0,0,1
LD-00659,ia,14,seguimiento,48.0,1.0,6290000.0,0,0,0
LD-00660,,18,contacto_rapido+canal_whatsapp,0.0,3.0,8990000.0,0,0,0
LD-00661,,14,seguimiento,24.0,3.0,7290000.0,0,0,0
LD-00662,,6,canal_whatsapp,94.85,3.0,6290000.0,0,0,0
LD-00663,ia,0,canal_whatsapp,1464.0,3.0,14990000.0,0,0,0
LD-00664,ia,18,cuota_inicial+contacto_rapido,2.0,3.0,7490000.0,0,1,0
LD-00665,,17,contacto_rapido+canal_whatsapp,6.0,3.0,8990000.0,0,0,0
LD-00666,,18,contacto_rapido,2.0,3.0,6590000.0,0,0,0
LD-00667,,13,canal_whatsapp,24.0,3.0,11990000.0,0,0,0
LD-00668,ia,15,canal_whatsapp,24.0,3.0,6590000.0,0,0,0
LD-00669,ia,15,cuota_inicial,24.0,4.0,21900000.0,0,1,0
LD-00670,ia,11,canal_whatsapp,24.0,3.0,24900000.0,0,0,0
LD-00671,,15,seguimiento,18.0,3.0,6290000.0,0,0,0
LD-00672,,16,seguimiento,14.45,3.0,5290000.0,0,0,0
LD-00673,ia,6,credito+canal_whatsapp,24.0,3.0,11290000.0,0,0,1
LD-00674,ia,11,cuota_inicial,36.86666666666667,3.0,11990000.0,0,1,0
LD-00675,,13,canal_whatsapp,24.0,3.0,15490000.0,0,0,0
LD-00676,,14,canal_whatsapp,24.0,3.0,10490000.0,0,0,0
LD-00677,ia,4,credito,72.0,3.0,5590000.0,0,0,1
LD-00678,,15,canal_whatsapp,11.516666666666667,3.0,15490000.0,0,0,0
LD-00679,,15,canal_whatsapp,24.0,3.0,6290000.0,0,0,0
LD-00680,,16,seguimiento,15.05,3.0,5790000.0,0,0,0
